URL,Title,Selection,Folder
http://cdatools.org/,MDHT CDA Tools,,onkologie
https://stackoverflow.com/questions/tagged/rhino-etl?sort=votes&pageSize=15,Highest Voted 'rhino-etl' Questions - Stack Overflow,,microsoft
https://blogs.msdn.microsoft.com/rodneyviana/2011/03/22/named-pipes-in-wcf-are-named-but-not-by-you-and-how-to-find-the-actual-windows-object-name/,Named Pipes in WCF are named but not by you (and how to find the actual win,,microsoft
http://recordersheetmusic.org/we-wish-you-a-merry-christmas-de/,We wish you a Merry Christmas - Blockflötennoten,,Blockflöte
http://oncologypro.esmo.org/Oncology-in-Practice/Practice-Tools/Performance-Scales,Performance Scales: Karnofsky & ECOG Scores Practice tools | OncologyPRO,,onkologie
http://www.madeiradata.com/load-data-excel-ssis-32-bit-vs-64-bit/,How to Load Data from Excel in SSIS - 32-bit vs. 64-bit,,microsoft
https://msdn.microsoft.com/en-us/library/ff423674.aspx,A Guide to Claims-Based Identity and Access Control (2nd Edition),,microsoft
https://www.codeproject.com/Articles/34556/Write-ETL-jobs-in-pure-C,Write ETL jobs in pure C# - CodeProject,,microsoft
https://msdn.microsoft.com/en-us/library/hh949853(v=vs.113).aspx,"Performance Considerations for EF 4, 5, and 6",,microsoft
https://www.fibaro.com/en/,FIBARO | Home Automation - Home Intelligence - Smart Home,,z-wave
https://workshopernaehrung.de/,Workshop Ernährung - Gesunde Ernährung verstehen und umsetzen!,,gesundheit
http://oncologypro.esmo.org/Oncology-in-Practice/Practice-Tools/Performance-Scales,Performance Scales: Karnofsky & ECOG Scores Practice tools | OncologyPRO,,onkologie
https://git-scm.com/book/de/v1/Los-geht%E2%80%99s,Git - Los geht’s,,git
https://docs.microsoft.com/en-us/dotnet/framework/security/,Windows Identity Foundation | Microsoft Docs,,microsoft
http://notendatenbank.net/detail.php?artnr=9487004&kat=2,Notendatenbank.net/Detail/My Secret Lovesong (9487004),,Blockflöte
https://www.philipphauer.de/study/se/design-pattern.php,Design Pattern Katalog,,software architektur
https://search.loinc.org/userLogin.zul;jsessionid=8F56DF00914EE23BAED4A31E53766BBB,search.loinc.org,,onkologie
http://recordersheetmusic.org/ding-dong-merrily-on-high-de/,Ding dong! Merrily on High - Blockflötennoten,,Blockflöte
http://www.fibarouk.co.uk/support/lua/brief-introduction-lua/,Fibaro UK | A brief introduction to Lua - Fibaro UK,,z-wave
https://www.codeproject.com/Articles/1080517/Aspect-Oriented-Programming-using-Interceptors-wit,Aspect Oriented Programming using Interceptors within Castle Windsor and AB,,microsoft
http://recordersheetmusic.org/stille-nacht/,Stille Nacht - Blockflötennoten,,Blockflöte
http://www.laborlexikon.de/Lexikon/Infoframe/k/Kreatinin_Serum.htm,Laborlexikon: Kreatinin im Serum >>Facharztwissen für alle!<<,,onkologie
https://github.com/khoanguyen/WcfEx/wiki/Basic-Authentication-for-REST-service---WebHttpBinding,Basic Authentication for REST service WebHttpBinding · khoanguyen/WcfEx Wik,,microsoft
https://www.webpagefx.com/web-design/hex-to-rgb/,HEX to RGB Converter,,tools
http://razberry.z-wave.me/,Home,,z-wave
https://www.krebshilfe.net/,Österreichische Krebshilfe,,onkologie
http://www.dofactory.com/net/design-patterns,.NET Design Patterns in C# and VB.NET - Gang of Four (GOF) - doFactory.com,,microsoft
http://www.developerhandbook.com/entity-framework/in-the-spotlight-demystifying-iqueryable-entity-framework-6/,In the spotlight: Demystifying IQueryable (Entity Framework 6) • DeveloperH,,microsoft
https://msdn.microsoft.com/en-us/library/jj592907(v=vs.113).aspx,Entity Framework Raw SQL Queries,,world-direct
https://channel9.msdn.com/Blogs/TechTalk/Episode-65-ALM-Series-Build-VNext-aka-Build-in-TFS-2015-und-Visual-Studio-Team-Services-2015,Episode 65 - ALM Series: Build VNext aka Build in TFS 2015 und Visual Studi,,microsoft
http://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_video/py_bg_subtraction/py_bg_subtraction.html,Background Subtraction — OpenCV-Python Tutorials 1 documentation,,z-wave
https://blogs.msdn.microsoft.com/powershell/2008/09/02/speeding-up-powershell-startup-updating-update-gac-ps1/,Speeding Up PowerShell Startup – Updating Update-Gac.ps1 | PowerShell Team,,microsoft
https://www.gesundheit.gv.at/labor/laborwerte/niere-harn/kreatinin,Kreatinin - KREA - Creatinin | Gesundheitsportal,,onkologie
http://recordersheetmusic.org/ya-viene-la-vieja-de/,Ya viene la vieja - Blockflötennoten,,Blockflöte
https://stackoverflow.com/questions/23896901/ssis-excel-connection-manager-failed-to-connect-to-the-source,sql server - SSIS Excel Connection Manager failed to Connect to the Source,,microsoft
https://dotnetcodr.com/2013/02/21/introduction-to-claims-based-security-in-net4-5-with-c-part-4-authorisation-with-claims/,Introduction to Claims based security in .NET4.5 with C# Part 4: authorisat,,microsoft
https://hibernatingrhinos.com/oss/rhino-etl,Hibernating Rhinos,,microsoft
https://compendium.ch/home/de?nocookie=true,compendium.ch,,onkologie
http://recordersheetmusic.org/tu-scendi-dalle-stelle-italienische-weihnachtslied/,Tu scendi dalle stelle (Italienische Weihnachtslied) - Blockflötennoten,,Blockflöte
https://www.johner-institut.de/blog/iec-62304-medizinische-software/detailliertes-design-iec-62304-kapitel-5-4/,Detailliertes Design IEC 62304 konform dokumentieren,,iso-13485
http://docs.opencv.org/3.0-beta/doc/py_tutorials/py_video/py_bg_subtraction/py_bg_subtraction.html?highlight=createbackgroundsubtractormog,Background Subtraction — OpenCV 3.0.0-dev documentation,,z-wave
https://github.com/hibernating-rhinos/rhino-etl,GitHub - hibernating-rhinos/rhino-etl: Developer friendly ETL Library for .,,microsoft
https://msdn.microsoft.com/en-us/library/jj618307(v=vs.113).aspx,Entity Framework migrate.exe,,microsoft
https://msdn.microsoft.com/en-us/library/jj591620(v=vs.113).aspx,Entity Framework Fluent API - Relationships,,microsoft
https://jsfiddle.net/,Create a new fiddle - JSFiddle,,"js, ts, html, css, electron"
http://www.arrowsheds.com/,"Storage Sheds, Steel Sheds, Garden Sheds, Storage Buildings",,Archive
http://recordersheetmusic.org/rin-rin-hacia-belen-de/,Rin rin (Hacia Belén) - Blockflötennoten,,Blockflöte
https://docs.microsoft.com/en-us/dotnet/framework/configure-apps/file-schema/wcf/security-of-webhttpbinding,of | Microsoft Docs,,microsoft
https://stackoverflow.com/questions/12905693/tfs-2012-build-access-to-path-denied/23069603,"TFS 2012 Build ""Access to Path Denied"" - Stack Overflow",,microsoft
http://www.allenconway.net/2012/05/creating-wcf-restful-service-and-secure.html,Allen Conway's Blog: Creating a WCF RESTful Service And Secure It Using HTT,,microsoft
http://nvie.com/posts/a-successful-git-branching-model/,A successful Git branching model » nvie.com,,git
https://stackoverflow.com/questions/12606948/what-are-independent-associations-and-foreign-key-associations,c# - What are Independent Associations and Foreign Key Associations? - Stac,,world-direct
https://cdnjs.com/,cdnjs.com - The best FOSS CDN for web related libraries to speed up your we,,"js, ts, html, css, electron"
http://recordersheetmusic.org/gatatumba-de/,Gatatumba - Blockflötennoten,,Blockflöte
https://www.codeproject.com/Articles/437733/Demystify-http-sys-with-HttpSysManager,Demystify http.sys with HttpSysManager - CodeProject,,microsoft
http://www.technaxx.de,Technaxx Hersteller Grosshandel Reseller Wiederverkäufer,,z-wave
